id,original_sequence,summary_sequence
10,"[3, 1, 1124, 9, 8, 2761, 5, 3359, 1038, 680, 1088, 4, 10, 433, 1, 3, 1407, 5, 3, 1, 2371, 2079, 9, 3, 1, 3, 2079, 1, 1, 3, 1039, 1, 9, 1634, 2244, 7, 3, 2372, 5, 3, 394, 5, 3, 4247, 2371, 4248, 20, 3, 145, 199, 1, 1, 1, 1, 1, 22, 217, 739, 251, 9, 129, 318, 368, 11, 1040, 69, 10, 3360, 2, 1038, 189, 713, 1, 3123, 441, 108, 10, 124, 3124, 698, 134, 2, 3, 543, 5, 125, 1284, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 1, 1124, 9, 8, 2761, 5, 3359, 1038, 680, 1088, 4, 10, 433, 1, 3, 1407, 5, 3, 1, 2371, 2079, 9, 3, 1, 3, 2079, 1, 1, 3, 1039, 1, 9, 1634, 2244, 7, 3, 2372, 5, 3, 394, 5, 3, 4247, 2371, 4248, 20, 3, 145, 199]"
11,"[758, 9, 8, 562, 224, 5, 313, 1, 452, 16, 3, 608, 69, 5, 564, 72, 8, 39, 121, 11, 950, 2762, 3, 353, 5, 3, 150, 2, 31, 126, 14, 9, 1408, 1, 44, 466, 758, 41, 2373, 301, 19, 3125, 830, 5, 72, 2, 1627, 3, 4249, 5, 1547, 2, 2763, 758, 41, 301, 19, 3, 1867, 5, 1548, 2, 3, 367, 1791, 5, 394, 506, 1547, 261, 13, 1, 4250, 2, 1, 3361, 758, 1207, 3, 3123, 105, 65, 11, 1628, 76, 124, 295, 276, 134, 2, 35, 31, 378, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[758, 9, 8, 562, 224, 5, 313, 1, 452, 16, 3, 608, 69, 5, 564, 72, 8, 39, 121, 11, 950, 2762, 3, 353, 5, 3, 150, 2, 31, 126, 14, 9, 1408, 1, 44, 466, 758, 41, 2373, 301, 19, 3125, 830, 5, 72, 2, 1627, 3, 4249, 5]"
12,"[1208, 9, 3, 1249, 200, 780, 1344, 19, 3, 120, 1409, 412, 201, 23, 1480, 413, 2, 272, 1345, 5, 50, 14, 170, 3, 121, 1868, 11, 160, 2, 1346, 2245, 506, 58, 5, 884, 714, 715, 2374, 27, 92, 654, 7, 1285, 1347, 181, 2, 1549, 17, 1286, 1, 779, 3948, 2, 565, 35, 82, 83, 7, 202, 1865, 178, 94, 781, 23, 9, 245, 11, 1, 2080, 1410, 2741, 207, 2, 225, 663, 716, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1208, 9, 3, 1249, 200, 780, 1344, 19, 3, 120, 1409, 412, 201, 23, 1480, 413, 2, 272, 1345, 5, 50, 14, 170, 3, 121, 1868, 11, 160, 2, 1346, 2245, 506, 58, 5, 884, 714, 715, 2374, 27, 92, 654, 7, 1285, 1347, 181, 2, 1549, 17, 1286, 1]"
13,"[3, 1792, 30, 9, 8, 1125, 30, 4, 1550, 1, 303, 318, 199, 1980, 1089, 249, 1710, 15, 1869, 2, 22, 30, 9, 129, 1870, 8, 105, 3362, 14, 9, 3, 66, 536, 65, 5, 76, 124, 1250, 2, 125, 1165, 492, 948, 1126, 3949, 13, 8, 205, 17, 1, 699, 2, 951, 19, 8, 1, 7, 1, 480, 35, 344, 634, 9, 329, 1, 2081, 6, 3, 504, 1411, 2, 166, 5, 98, 1792, 1, 2078, 2082, 7, 15, 2764, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 1792, 30, 9, 8, 1125, 30, 4, 1550, 1, 303, 318, 199, 1980, 1089, 249, 1710, 15, 1869, 2, 1288, 22, 30, 9, 129, 1870, 8, 105, 3362, 14, 9, 3, 66, 536, 65, 5, 76, 124, 1250, 2, 125, 1165, 492, 948, 1126, 3949, 13, 8, 205, 17]"
14,"[493, 9, 8, 368, 224, 5, 313, 4251, 16, 521, 1089, 2, 3, 222, 324, 11, 1, 2083, 1287, 1089, 152, 414, 98, 1089, 51, 1710, 13, 1, 34, 2246, 12, 1, 20, 115, 7, 805, 1548, 218, 1785, 1125, 290, 2367, 2082, 7, 15, 831, 22, 411, 1981, 453, 2084, 2, 1635, 7, 3363, 2, 566, 483, 131, 395, 592, 436, 2, 737, 1481, 8, 1005, 717, 5, 35, 296, 13, 1041, 1627, 3, 290, 5, 2375, 1548, 152, 8, 1711, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[493, 9, 8, 368, 224, 5, 313, 4251, 16, 521, 1089, 2, 3, 222, 324, 11, 1, 2083, 1287, 1089, 152, 414, 98, 1089, 51, 1710, 13, 1, 34, 2246, 12, 1, 20, 115, 7, 805, 1548, 218, 1785, 1125, 290, 2367, 2082, 7, 15, 831, 22, 411, 1981, 453]"
15,"[8, 2085, 415, 9, 2765, 782, 15, 8, 70, 415, 2376, 277, 1288, 4, 1, 1161, 1482, 3364, 1, 145, 277, 3, 415, 1288, 2, 979, 3, 1551, 1289, 5, 2085, 544, 4252, 16, 3365, 3126, 4253, 1, 2, 1, 1166, 3, 66, 1, 255, 1793, 5, 76, 145, 2766, 1871, 609, 141, 20, 318, 1, 13, 1982, 2085, 544, 20, 2767, 681, 2, 20, 1794, 1552, 10, 3, 197, 5, 124, 1033, 97, 43, 179, 20, 1, 7, 142, 848, 50, 1127, 2, 885, 27, 3, 2086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[8, 2085, 415, 9, 2765, 782, 15, 8, 70, 415, 2376, 277, 1288, 4, 1, 1161, 1482, 3364, 1, 145, 277, 3, 415, 1288, 2, 979, 3, 1551, 1289, 5, 2085, 544, 4252, 16, 3365, 3126, 4253, 1, 2, 1, 1166, 3, 66, 1, 255, 1793, 5, 76, 145, 2766]"
16,"[3359, 1038, 9, 8, 176, 105, 30, 2087, 2088, 7, 3, 217, 739, 3366, 4254, 2371, 1, 203, 9, 100, 5, 3, 180, 1090, 454, 10, 3, 297, 5, 313, 22, 30, 9, 3367, 190, 19, 8, 635, 379, 5, 3368, 2, 3369, 2, 1041, 184, 3, 179, 5, 1091, 2594, 2089, 5, 806, 2, 3, 61, 5, 264, 14, 1207, 3, 1, 147, 1348, 11, 174, 295, 455, 3124, 2, 3, 401, 85, 5, 698, 2, 913, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3359, 1038, 9, 8, 176, 105, 30, 2087, 2088, 7, 3, 217, 739, 3366, 4254, 2371, 1, 203, 9, 100, 5, 3, 180, 1090, 454, 10, 3, 297, 5, 313, 22, 30, 9, 3367, 190, 19, 8, 635, 379, 5, 3368, 2, 3369, 2, 1041, 184, 3, 179, 5, 1091]"
17,"[3, 1, 1289, 9, 8, 2595, 1553, 5, 544, 97, 533, 415, 10, 3, 1289, 9, 2377, 15, 3, 367, 2372, 5, 3, 199, 1, 807, 249, 1, 16, 1869, 2, 1288, 1869, 1288, 1288, 3365, 3126, 4253, 1, 1, 1, 22, 78, 1125, 304, 4255, 16, 1, 1, 2, 980, 759, 3, 70, 126, 4256, 10, 54, 17, 3, 4257, 832, 5, 1, 10, 8, 1, 2768, 7, 3, 3370, 61, 5, 490, 1872, 2, 3, 4258, 5, 8, 1, 3371, 2090, 536, 105, 952, 10, 386, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 1, 1289, 9, 8, 2595, 1553, 5, 544, 97, 533, 415, 10, 3, 1289, 9, 2377, 15, 3, 367, 2372, 5, 3, 199, 1, 807, 249, 1, 16, 1869, 2, 1288, 1181, 1869, 1288, 1288, 3365, 3126, 4253, 1, 1, 1, 22, 78, 1125, 304, 4255, 16, 1, 1]"
18,"[1251, 10, 1412, 3127, 291, 3, 914, 4259, 331, 3, 223, 1042, 2091, 8, 562, 2769, 679, 10, 26, 297, 312, 13, 8, 504, 1712, 17, 3372, 2, 664, 1, 718, 7, 593, 223, 2, 756, 545, 18, 2757, 416, 34, 3, 441, 3373, 2378, 3, 412, 57, 1, 2, 116, 74, 5, 3374, 123, 1636, 783, 26, 472, 2, 1043, 22, 402, 886, 7, 1554, 21, 1873, 504, 1874, 3, 1, 5, 3, 1875, 30, 2, 3, 3375, 24, 5, 124, 3376, 31, 59, 1044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1251, 10, 1412, 3127, 291, 3, 914, 4259, 331, 3, 223, 1042, 2091, 8, 562, 2769, 679, 10, 26, 297, 312, 13, 8, 504, 1712, 17, 3372, 2, 664, 1, 718, 7, 593, 223, 2, 756, 545, 18, 2757, 416, 34, 3, 441, 3373, 2378, 3, 412, 57, 1, 2]"
19,"[665, 208, 1, 180, 1404, 10, 3, 3950, 4260, 2, 981, 10, 3, 1, 1, 1, 1, 1, 887, 1, 15, 3, 575, 285, 1348, 11, 576, 124, 427, 2, 2749, 507, 285, 18, 175, 85, 222, 13, 3, 1, 88, 3, 66, 2770, 48, 187, 2, 1555, 208, 3, 39, 5, 1, 1, 2771, 2, 3, 245, 915, 4, 76, 3128, 20, 3377, 2244, 506, 3, 953, 208, 1637, 1795, 42, 441, 522, 10, 3951, 91, 51, 4261, 13, 21, 537, 2, 9, 8, 30, 5, 523, 97, 3, 2247, 57, 9, 1, 3952, 10, 3, 3128, 982, 1405, 1, 14, 2379, 850, 12, 1, 6, 8, 30, 5, 1, 2596, 3129, 1349, 15, 8, 524, 84, 5, 10, 217, 1, 3, 39, 91, 1, 6, 3, 1167, 7, 848, 66, 119, 314, 2, 592, 2597, 2248, 620, 1556, 523, 2078, 332, 3, 251, 5, 3122, 983, 1, 13, 3, 1, 144, 5, 3953, 314, 2598, 2092, 2, 916, 2, 1290, 1983, 3954, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[665, 208, 1, 180, 1404, 10, 3, 3950, 4260, 2, 981, 10, 3, 1, 1, 1, 1, 1, 887, 1, 15, 3, 575, 285, 1348, 11, 576, 124, 427, 2, 2749, 507, 285, 18, 175, 85, 222, 13, 3, 1, 88, 3, 66, 2770, 48, 187, 2, 1555, 208, 3]"
20,"[3, 1557, 577, 1713, 17, 3, 977, 5, 126, 577, 1876, 10, 1, 1877, 3, 1, 5, 3, 1350, 1168, 10, 1, 91, 8, 655, 5, 954, 1878, 1638, 48, 199, 73, 1, 3, 1556, 3376, 1252, 204, 2, 3, 4262, 1350, 1168, 3, 396, 91, 535, 312, 13, 8, 1159, 3955, 1291, 954, 2772, 1, 4263, 2, 2773, 2774, 2775, 4264, 10, 567, 1128, 1879, 524, 851, 2776, 48, 3, 199, 1209, 1, 91, 1, 1, 3, 1639, 3378, 2380, 1092, 484, 73, 1006, 182, 2, 340, 11, 1628, 4265, 1351, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 1557, 577, 1713, 17, 3, 977, 5, 126, 577, 1876, 10, 1, 1877, 3, 1, 5, 3, 1350, 1168, 10, 1, 91, 8, 655, 5, 954, 1878, 1638, 48, 199, 73, 1, 3, 1556, 3376, 1252, 204, 2, 3, 4262, 1350, 1168, 3, 396, 91, 535, 312, 13, 8]"
21,"[3, 4266, 1796, 91, 129, 8, 556, 4267, 1796, 189, 8, 1082, 1292, 239, 373, 5, 1, 594, 2093, 4, 508, 1880, 3, 252, 888, 5, 3, 1881, 2, 3379, 3380, 17, 1352, 3381, 7, 3, 2777, 1984, 760, 11, 117, 1351, 22, 1882, 373, 91, 121, 11, 3, 1797, 656, 5, 1, 784, 53, 15, 4266, 4268, 1, 2, 4269, 3956, 1, 300, 4270, 14, 2249, 15, 8, 503, 1, 11, 3, 2778, 3382, 411, 885, 5, 657, 2381, 221, 403, 719, 2, 232, 1045, 27, 252, 2779, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 4266, 1796, 91, 129, 8, 556, 4267, 1796, 189, 8, 1082, 1292, 239, 373, 5, 1, 594, 2093, 4, 508, 1880, 3, 252, 888, 5, 3, 1881, 2, 3379, 3380, 17, 1352, 3381, 7, 3, 2777, 1984, 760, 11, 117, 1351, 22, 1882, 373, 91, 121, 11, 3, 1797]"
22,"[3, 546, 8, 955, 86, 2382, 10, 2599, 91, 8, 1, 2, 2381, 655, 5, 507, 47, 232, 80, 2, 31, 1, 2250, 3, 3130, 5, 3, 1483, 1883, 1713, 1413, 17, 3, 1, 7, 3, 2780, 331, 3, 1558, 91, 2078, 312, 13, 8, 442, 2781, 720, 10, 3, 174, 151, 315, 2, 148, 5, 217, 2782, 2, 2383, 22, 3383, 177, 1414, 26, 213, 2, 4271, 4272, 13, 1, 806, 34, 3384, 2783, 3385, 1, 2, 1, 329, 1210, 3, 305, 1211, 5, 3, 124, 126, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 546, 8, 955, 86, 2382, 10, 2599, 91, 8, 1, 2, 2381, 655, 5, 507, 47, 232, 80, 2, 31, 1, 2250, 3, 3130, 5, 3, 1483, 1883, 1713, 1413, 17, 3, 1, 7, 3, 2780, 331, 3, 1558, 91, 2078, 312, 13, 8, 442, 2781, 720, 10, 3]"
23,"[3386, 13, 8, 1, 2784, 1559, 5, 1, 10, 4273, 3, 4274, 4275, 1412, 1, 9, 28, 2094, 10, 3, 2384, 24, 5, 2598, 208, 2, 1556, 314, 14, 222, 3, 3387, 251, 4, 4276, 130, 3, 2785, 1, 91, 329, 1484, 7, 3, 983, 5, 208, 129, 2385, 57, 1879, 4277, 1884, 7, 325, 3, 314, 5, 4278, 42, 568, 2600, 484, 3, 24, 5, 1556, 246, 66, 1293, 2601, 2, 3, 251, 5, 1046, 56, 10, 3, 1252, 204, 2095, 2, 1163, 145, 80, 1985, 1044, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3386, 13, 8, 1, 2784, 1559, 5, 1, 10, 4273, 3, 4274, 4275, 1412, 1, 9, 28, 2094, 10, 3, 2384, 24, 5, 2598, 208, 2, 1556, 314, 14, 222, 3, 3387, 251, 4, 4276, 130, 3, 2785, 1, 91, 329, 1484, 7, 3, 983, 5, 208, 129, 2385, 57]"
24,"[3, 1798, 1293, 314, 177, 1476, 2786, 17, 1, 7, 1, 91, 8, 1986, 7, 1, 1, 4279, 3957, 977, 984, 2787, 2, 2096, 2097, 4280, 314, 11, 1885, 1, 10, 3, 1252, 204, 886, 13, 1090, 806, 34, 3388, 4281, 2784, 3, 177, 1, 1977, 1, 1293, 1, 738, 1, 2, 1886, 285, 132, 7, 265, 1, 1129, 1, 3, 621, 1293, 314, 1047, 5, 1, 2, 3, 4280, 314, 1047, 5, 1, 1, 1, 436, 2, 3131, 3, 21, 2, 80, 1987, 5, 3, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[3, 1798, 1293, 314, 177, 1476, 2786, 17, 1, 7, 1, 91, 8, 1986, 7, 1, 1, 4279, 3957, 977, 984, 2787, 2, 2096, 2097, 4280, 314, 11, 1885, 1, 10, 3, 1252, 204, 886, 13, 1090, 806, 34, 3388, 4281, 2784, 1, 0, 0, 0, 0, 0, 0, 0]"
25,"[182, 9, 3, 1249, 21, 113, 4, 184, 36, 26, 1294, 595, 2, 1130, 1640, 138, 7, 341, 889, 1, 2, 737, 3958, 534, 740, 154, 16, 1212, 4282, 175, 368, 226, 88, 3, 260, 5, 347, 2, 557, 41, 329, 547, 82, 1887, 2, 1415, 354, 41, 680, 155, 3, 262, 5, 3, 2788, 1353, 1295, 4, 596, 67, 3389, 198, 8, 78, 610, 9, 1296, 98, 592, 85, 1988, 439, 119, 1354, 181, 2, 3, 109, 785, 1296, 13, 700, 1253, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[182, 9, 3, 1249, 21, 113, 4, 184, 36, 26, 1294, 595, 2, 1130, 1640, 138, 7, 341, 889, 1, 2, 737, 3958, 534, 740, 154, 16, 1212, 4282, 175, 368, 226, 88, 3, 260, 5, 347, 2, 557, 41, 329, 547, 82, 1887, 2, 1415, 354, 41, 680, 155]"
26,"[47, 2098, 9, 3, 1, 21, 113, 1478, 7, 3, 4283, 69, 5, 26, 888, 1294, 2, 43, 1040, 24, 759, 297, 2, 27, 139, 2099, 917, 1, 1041, 761, 35, 346, 53, 15, 2602, 568, 719, 1799, 1, 18, 2, 21, 59, 51, 3132, 2100, 1, 97, 141, 2101, 152, 3, 380, 141, 69, 22, 1, 780, 170, 245, 45, 2090, 3, 1882, 319, 5, 26, 135, 2, 786, 1, 890, 348, 26, 62, 2, 2102, 201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[47, 2098, 9, 3, 1, 21, 113, 1478, 7, 3, 4283, 69, 5, 26, 888, 1294, 2, 43, 1040, 24, 759, 297, 2, 27, 139, 2099, 917, 1, 1041, 761, 35, 346, 53, 15, 2602, 568, 719, 1799, 1, 18, 2, 21, 59, 51, 3132, 2100, 1, 97, 141, 2101]"
